 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1,84.6481,85.0462,85.4169,85.6296,85.7513,85.8064,85.777,85.5394,85.2329,85.0015,84.7885,84.6063,84.4412,84.3075,84.1557,83.9911,83.8008,83.5479,83.2176,82.8166,82.507,80.0875,81.8234,82.5399,82.8166,
J-10,83.1856,83.61,83.9961,84.2333,84.3794,84.4593,84.4585,84.2705,84.0076,83.7978,83.5994,83.4249,83.264,83.1298,82.9807,82.8203,82.6373,82.3988,82.0903,81.7161,81.4157,79.3966,80.7239,81.2744,81.5051,
J-100,86.0213,86.4506,86.8395,87.0819,87.2333,87.3187,87.3245,87.1485,86.8962,86.6917,86.4966,86.3237,86.1636,86.0291,85.8804,85.721,85.5397,85.3047,85.0018,84.6344,84.3363,82.4029,83.638,84.1514,84.3719,
J-102,56.4496,56.3846,56.4613,56.5998,56.7226,56.7412,56.5186,55.7227,54.2141,52.4831,12.7397,12.7385,13.438,15.0581,15.5896,15.5884,14.7574,11.6215,5.25273,-3.87376,-6.59984,-2.24665,23.3896,44.1148,52.1245,
J-103,57.8712,57.8061,57.8828,58.0213,58.1442,58.1627,57.9401,57.1441,55.6354,53.9044,14.1606,14.1594,14.8589,16.4791,17.0105,17.0094,16.1784,13.0424,6.67343,-2.45327,-5.1794,-0.82612,24.8108,45.5363,53.5461,
J-104,56.4497,56.3847,56.4613,56.5998,56.7227,56.7413,56.5188,55.7235,54.2154,52.4846,12.7392,12.738,13.4376,15.0577,15.5892,15.588,14.757,11.621,5.25214,-3.87452,-6.60064,-2.24738,23.3895,44.1148,52.1246,
J-105,63.5243,63.4807,63.5677,63.7051,63.8139,63.8055,63.5399,62.6458,61.0668,59.3233,20.0664,20.0652,20.7582,22.3616,22.8866,22.8854,22.0642,18.9584,12.6453,3.59505,0.89171,5.20837,30.6004,51.2484,59.2318,
J-106,63.524,63.4805,63.5675,63.705,63.8137,63.8052,63.5396,62.6453,61.0661,59.3226,20.0666,20.0654,20.7584,22.3618,22.8867,22.8855,22.0644,18.9586,12.6456,3.59554,0.892255,5.20884,30.6004,51.2483,59.2317,
J-107,55.028,54.963,55.0397,55.1781,55.301,55.3196,55.0969,54.3011,52.7924,51.0614,11.3186,11.3174,12.017,13.637,14.1684,14.1673,13.3363,10.2005,3.83183,-5.29449,-8.02051,-3.66741,21.9681,42.6932,50.7029,
J-108,58.1837,58.1533,58.2451,58.3789,58.4763,58.4539,58.1782,57.2919,55.7578,54.0574,15.9898,15.9886,16.6579,18.2094,18.7187,18.7176,17.9213,14.9206,8.84353,0.1623,-2.4256,1.70802,26.234,46.2347,54.0068,
