 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1,75.6468,82.3063,83.4408,93.522,94.0527,93.7848,92.5926,83.2711,81.8564,80.6577,79.5952,78.6993,77.9472,77.4034,76.9465,76.4735,76.6993,76.9512,74.9394,73.649,73.2205,73.9531,78.7126,80.8584,82.462,
J-10,50.1535,51.4612,52.4858,61.2918,61.9207,61.9726,61.3346,53.5366,52.8467,52.3036,51.8466,51.4912,51.2615,51.0685,50.7422,50.4031,50.1099,50.6936,50.8275,50.781,50.8119,51.019,52.1896,53.313,54.3668,
J-100,61.286,72.3359,73.449,84.3803,84.8888,84.6355,83.4948,72.4487,71.3323,70.2509,69.2471,68.3571,67.5902,66.9995,66.5614,66.1355,67.0958,67.7781,66.9432,66.3767,66.163,66.5505,69.3708,71.1618,72.6462,
J-101,59.7562,70.6676,71.782,82.6635,83.1737,82.9209,81.779,70.8265,69.6911,68.6023,67.5953,66.7049,65.9384,65.3497,64.9096,64.4802,65.4054,66.0637,65.1713,64.5701,64.3461,64.7501,67.6664,69.4781,70.9691,
J-102,60.9805,66.3238,67.4597,77.3364,77.8744,77.6061,76.4099,67.5638,66.0307,64.7946,63.7166,62.8197,62.0727,61.5436,61.0857,60.6047,60.684,60.874,58.6428,57.2079,56.7363,57.5381,62.6454,64.8332,66.4556,
J-104,54.9592,56.2719,57.2986,66.1046,66.7309,66.7762,66.123,58.2735,57.5291,56.9646,56.4983,56.1429,55.9178,55.7362,55.4141,55.0749,54.7754,55.3384,55.4358,55.3405,55.3572,55.5873,56.9283,58.1064,59.1725,
J-105,58.9535,69.7502,70.8783,81.7052,82.199,81.9093,80.7022,69.858,68.608,67.4744,66.448,65.5561,64.7955,64.2246,63.782,63.341,64.1442,64.7037,63.5961,62.8329,62.5613,63.0419,66.4741,68.4669,70.016,
J-106,61.6105,72.4082,73.5367,84.3636,84.8569,84.5659,83.3559,72.5017,71.2413,70.1035,69.0753,68.1834,67.4238,66.855,66.4132,65.9722,66.7742,67.3296,66.2151,65.4425,65.1681,65.6531,69.1182,71.1216,72.673,
J-107,49.8432,62.3043,63.3932,74.927,75.4301,75.2021,74.1242,62.0181,61.2016,60.2367,59.2832,58.3994,57.623,56.996,56.5823,56.2051,57.5727,58.5988,58.5708,58.5177,58.455,58.5997,59.9493,61.3739,62.7407,
J-108,59.4242,71.7516,72.8455,84.2523,84.7547,84.5188,83.4235,71.4785,70.593,69.6016,68.6367,67.7516,66.9775,66.3593,65.9408,65.5534,66.8908,67.8407,67.6352,67.4653,67.3686,67.568,69.2563,70.7671,72.1605,
J-109,64.6607,76.1808,77.2871,88.392,88.8979,88.6503,87.525,76.1493,75.1151,74.0657,73.0758,72.1876,71.4181,70.8177,70.3869,69.9749,71.0724,71.8512,71.2435,70.8193,70.6476,70.9676,73.3829,75.0745,76.5266,
J-11,54.009,59.2986,60.4108,68.9617,69.6537,69.6329,68.792,61.5509,60.1403,58.9638,57.9126,57.0072,56.2255,55.6261,55.0874,54.5369,54.4928,54.4251,51.8167,50.3579,49.8798,50.6921,55.7323,57.7786,59.3254,
J-110,62.8086,74.0831,75.193,86.2072,86.7143,86.4636,85.3299,74.1264,73.0485,71.9822,70.9849,70.0958,69.3277,68.7325,68.2978,67.8786,68.904,69.632,68.9047,68.4055,68.2115,68.5672,71.1965,72.941,74.4103,
J-111,69.2834,74.569,75.708,85.4126,85.9574,85.6936,84.501,75.8351,74.2531,72.9985,71.9126,71.0152,70.2708,69.7493,69.291,68.8062,68.8691,69.0187,66.681,65.1755,64.6831,65.5182,70.8088,73.0323,74.6709,
J-112,61.0219,66.2833,67.4224,77.0439,77.5951,77.3392,76.1576,67.5719,65.9835,64.7265,63.6395,62.7419,61.9978,61.4771,61.0183,60.5324,60.5916,60.7321,58.3663,56.8456,56.3489,57.1911,62.5122,64.7341,66.3743,
J-113,59.2806,69.9662,71.0972,81.8797,82.3722,82.0775,80.8612,70.1173,68.848,67.7069,66.6772,65.7848,65.0245,64.4553,64.01,63.5646,64.323,64.8528,63.6745,62.8711,62.5875,63.0872,66.633,68.659,70.2203,
J-114,60.4791,71.1658,72.2974,83.0799,83.5718,83.2754,82.0554,71.2988,70.0161,68.8697,67.8377,66.9453,66.1862,65.6198,65.1755,64.7301,65.4869,66.0117,64.8243,64.009,63.7219,64.2273,67.815,69.8544,71.4188,
J-115,60.2661,65.6098,66.7458,76.6146,77.1531,76.8853,75.6898,66.8514,65.3177,64.0813,63.003,62.1061,61.3591,60.83,60.3719,59.8906,59.9695,60.1572,57.9211,56.4836,56.0112,56.8142,61.9284,64.1175,65.7405,
J-116,60.9865,66.3302,67.4662,77.3351,77.8735,77.6057,76.41,67.5714,66.0373,64.8007,63.7225,62.8256,62.0786,61.5496,61.0915,60.6102,60.689,60.8766,58.6403,57.2025,56.73,57.5332,62.6484,64.8378,66.4609,
J-117,65.6403,76.6456,77.7615,88.6744,89.1801,88.92,87.7668,76.7552,75.6135,74.5222,73.5141,72.6238,71.8581,71.2712,70.8324,70.4038,71.3356,71.9954,71.1105,70.5075,70.2829,70.6878,73.6225,75.4513,76.9478,
J-118,62.5452,69.9156,71.0398,80.7296,81.3149,81.1422,80.0908,71.2674,69.9186,68.759,67.7178,66.8172,66.0425,65.4527,64.9498,64.4412,64.7241,64.9185,62.9363,61.7639,61.3711,62.0464,66.4413,68.4886,70.0531,
J-119,56.8933,68.1678,69.2778,80.292,80.7991,80.5483,79.4144,68.2103,67.1319,66.0654,65.068,64.1788,63.4108,62.8157,62.3811,61.9619,62.9872,63.7149,62.9873,62.4875,62.2934,62.6493,65.2805,67.0255,68.4949,
J-12,45.4325,50.6992,51.8107,60.2757,60.9862,60.992,60.1806,53.1384,51.7834,50.6292,49.5878,48.6811,47.8914,47.2747,46.7214,46.1602,46.0946,45.9895,43.3093,41.8608,41.3859,42.1931,47.1663,49.1804,50.725,
J-120,67.9389,77.9545,79.0763,89.6368,90.1595,89.9117,88.7667,78.4178,77.1663,76.0325,75.006,74.1127,73.3488,72.7723,72.3192,71.8672,72.5709,73.0786,71.8244,71.0078,70.7201,71.2265,74.7347,76.6702,78.201,
J-121,70.9037,78.7324,79.8637,90.1226,90.6473,90.3806,89.1953,79.5055,78.1656,76.9813,75.9274,75.0322,74.2776,73.7265,73.2715,72.8043,73.1648,73.4935,71.7264,70.5823,70.1973,70.86,75.2427,77.3327,78.9166,
J-122,71.6311,82.3185,83.4502,94.2328,94.7244,94.4271,93.2053,82.4425,81.1533,80.0042,78.9711,78.0788,77.3201,76.7551,76.3113,75.866,76.622,77.1443,75.9525,75.1312,74.8424,75.3506,78.9589,81.0049,82.5708,
J-123,71.7414,82.4288,83.5606,94.3432,94.8347,94.5375,93.3156,82.5525,81.263,80.1139,79.0808,78.1884,77.4298,76.8648,76.4211,75.9757,76.7317,77.2539,76.0619,75.2404,74.9516,75.4598,79.0689,81.1152,82.6812,
J-124,71.8304,82.5177,83.6495,94.4321,94.9236,94.6264,93.4045,82.6417,81.3524,80.2033,79.1702,78.2778,77.5192,76.9542,76.5104,76.0651,76.821,77.3433,76.1515,75.3302,75.0414,75.5495,79.1581,81.2042,82.7701,
J-125,47.1174,52.2964,53.4332,62.7743,63.3555,63.1419,62.0167,53.7175,52.1455,50.8966,49.813,48.9149,48.1676,47.6403,47.1752,46.6842,46.7366,46.8528,44.4031,42.8619,42.3592,43.211,48.54,50.724,52.359,
J-126,46.3216,51.5253,52.6617,62.046,62.6244,62.4078,61.2791,52.9385,51.3754,50.1292,49.0469,48.1488,47.4009,46.872,46.4067,45.9162,45.9717,46.0876,43.6507,42.1198,41.6201,42.4671,47.778,49.962,51.5946,
J-127,48.3383,53.5557,54.6923,64.1071,64.6822,64.461,63.3263,54.9556,53.3936,52.1475,51.0653,50.1673,49.4196,48.8908,48.4261,47.9362,47.9927,48.1101,45.6814,44.1534,43.6545,44.5001,49.8074,51.9949,53.6282,
J-128,64.5344,70.1071,71.2391,81.3755,81.9069,81.6381,80.445,71.2637,69.8093,68.604,67.5384,66.6427,65.8924,65.3527,64.8979,64.4257,64.5467,64.8125,62.8011,61.4987,61.0659,61.8052,66.5702,68.6914,70.2854,
J-129,61.0773,66.4679,67.599,77.7038,78.2376,77.9719,76.784,67.6773,66.2102,65.001,63.9347,63.0389,62.2888,61.7499,61.2951,60.8227,60.9242,61.1926,59.1699,57.8624,57.428,58.1699,62.9342,65.0518,66.646,
J-13,42.1404,45.9993,47.0605,53.9188,54.8513,55.1954,54.8484,49.2641,47.9771,46.8567,45.8289,44.9169,44.1081,43.455,42.8633,42.2733,42.135,42.0009,39.0521,37.5505,37.0597,37.8923,42.812,44.5129,45.9129,
J-130,69.2014,79.8888,81.0206,91.8031,92.2947,91.9974,90.7755,80.0125,78.723,77.5738,76.5407,75.6483,74.8897,74.3247,73.881,73.4356,74.1916,74.7138,73.5218,72.7003,72.4114,72.9197,76.5289,78.5752,80.1411,
J-131,45.518,46.6073,47.4659,52.0618,52.9666,53.6097,53.9369,50.7424,50.8455,50.8728,50.8581,50.8139,50.7497,50.6673,50.4405,50.1954,49.9556,50.192,50.4303,50.6115,50.7396,50.8583,51.0943,51.5877,52.201,
