 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1,102.273,102.723,102.703,102.724,102.744,102.723,102.628,102.336,101.788,101.23,100.709,100.244,99.8297,99.5206,99.2858,99.1115,98.9558,98.7622,98.4806,98.0822,97.6815,97.3699,97.6792,98.0979,98.5263,
J-10,50.2748,42.3435,42.2803,42.2733,42.2904,42.2902,42.2287,41.9905,41.4943,40.9225,40.3648,39.8537,39.4048,39.044,38.7606,38.5395,38.3604,38.1677,37.9002,37.5235,37.114,36.7676,36.7766,37.0539,37.4363,
J-100,70.6544,71.4927,71.6184,71.7406,71.8217,71.8326,71.7308,71.3241,70.8046,70.4008,70.0611,69.7859,69.5605,69.4217,69.3263,69.2197,69.0789,68.8939,68.6171,68.2202,67.8272,67.5244,67.7847,68.1486,68.494,
J-101,39.4483,40.2872,40.3956,40.5036,40.5731,40.5735,40.4609,40.0364,39.4871,39.0595,38.7007,38.4103,38.1731,38.027,37.9282,37.8212,37.68,37.4938,37.2151,36.8155,36.4216,36.1201,36.3868,36.7549,37.1027,
J-102,42.384,43.2229,43.3313,43.4393,43.5088,43.5092,43.3965,42.972,42.4227,41.995,41.6362,41.3459,41.1086,40.9625,40.8638,40.7568,40.6155,40.4294,40.1506,39.7509,39.3571,39.0556,39.3224,39.6905,40.0384,
J-103,43.3908,44.2298,44.3382,44.4462,44.5156,44.5161,44.4034,43.9789,43.4297,43.002,42.6432,42.3529,42.1156,41.9695,41.8708,41.7638,41.6225,41.4364,41.1576,40.758,40.3642,40.0627,40.3293,40.6974,41.0453,
J-104,77.6058,78.4357,78.5129,78.6016,78.6639,78.6682,78.5728,78.2074,77.6821,77.2323,76.8391,76.5078,76.2274,76.037,75.9055,75.7856,75.643,75.4696,75.2152,74.8471,74.4601,74.1399,74.2874,74.6331,74.9808,
J-105,80.9647,81.7946,81.8717,81.9604,82.0227,82.027,81.9315,81.5659,81.0404,80.5905,80.1972,79.8659,79.5855,79.3952,79.2637,79.1439,79.0012,78.8277,78.5731,78.2048,77.8177,77.4976,77.6459,77.9919,78.3397,
J-106,73.4212,74.2529,74.349,74.4498,74.5175,74.521,74.4172,74.0195,73.4805,73.044,72.6714,72.3647,72.11,71.9465,71.8363,71.7264,71.5855,71.4057,71.1387,70.7544,70.3643,70.0542,70.2624,70.6184,70.9657,
J-107,84.9086,85.7368,85.8278,85.9261,85.9937,85.9995,85.9011,85.5188,84.9879,84.5491,84.1712,83.8574,83.5949,83.4231,83.3073,83.196,83.0555,82.8793,82.619,82.2434,81.8555,81.5406,81.7158,82.0644,82.4111,
