 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1,102.076,102.37,102.315,102.305,102.295,102.248,102.124,101.778,101.178,100.595,100.059,99.5849,99.1653,98.8543,98.6263,98.453,98.2847,98.0684,97.7539,97.3204,96.8934,96.5645,96.8923,97.322,97.728,
J-10,50.2156,42.1169,42.0474,42.0333,42.0413,42.0312,41.9588,41.7053,41.198,40.6197,40.0573,39.5432,39.0934,38.7346,38.4548,38.2386,38.0632,37.8654,37.5893,37.2013,36.7829,36.43,36.4461,36.7279,37.104,
J-100,70.2405,70.8968,71.0238,71.1467,71.229,71.2437,71.153,70.7615,70.2408,69.8416,69.5101,69.2456,69.0383,68.9256,68.8105,68.692,68.5365,68.325,68.0148,67.5853,67.1748,66.8688,67.1663,67.559,67.903,
J-101,39.2194,39.8783,39.9889,40.0964,40.1626,40.1579,40.0386,39.6072,39.0591,38.6406,38.2957,38.0194,37.7977,37.6745,37.5665,37.4529,37.3035,37.1022,36.804,36.3855,35.9828,35.6814,35.9763,36.3659,36.715,
J-102,42.1175,42.7759,42.8864,42.9934,43.059,43.0534,42.9332,42.5007,41.9517,41.5338,41.1896,40.9139,40.6934,40.5712,40.4623,40.3482,40.1982,39.9957,39.6958,39.2757,38.8723,38.5712,38.8696,39.2615,39.6107,
J-103,43.1279,43.7865,43.8969,44.0039,44.0694,44.0637,43.9436,43.5112,42.9622,42.5443,42.2003,41.9246,41.7042,41.5822,41.4728,41.3585,41.2082,41.0053,40.705,40.2844,39.8806,39.5792,39.8774,40.2693,40.6186,
J-104,77.3336,77.9753,78.0454,78.1249,78.1758,78.1669,78.0559,77.6663,77.129,76.6839,76.3022,75.9858,75.7298,75.5766,75.4457,75.3182,75.1628,74.9633,74.6763,74.2772,73.8719,73.5451,73.7038,74.0558,74.3973,
J-105,80.0941,80.9239,80.9869,81.0588,81.1017,81.0846,80.9653,80.5637,80.0181,79.5715,79.1897,78.8741,78.6175,78.4632,78.3332,78.208,78.0528,77.8517,77.5628,77.1629,76.7604,76.4389,76.6122,76.9692,77.3087,
J-106,73.0756,73.7244,73.8152,73.908,73.9647,73.955,73.836,73.417,72.8695,72.4402,72.0821,71.7922,71.5621,71.4308,71.3081,71.1862,71.0311,70.8257,70.5269,70.1121,69.7046,69.3895,69.6204,69.9968,70.3408,
J-107,84.6286,85.469,85.5444,85.6255,85.674,85.6595,85.5389,85.1249,84.5742,84.1345,83.7635,83.461,83.2184,83.0753,82.9476,82.8225,82.6653,82.4603,82.1654,81.757,81.3483,81.0241,81.2065,81.5686,81.9083,
J-109,89.0139,89.5004,89.4355,89.4192,89.4073,89.3623,89.2426,88.9009,88.2999,87.7107,87.1668,86.685,86.2581,85.9366,85.695,85.5124,85.3414,85.1264,84.8139,84.3804,83.9534,83.6258,83.9316,84.3572,84.7699,
J-11,79.0633,79.3111,79.2636,79.2574,79.2479,79.197,79.0599,78.6599,78.0107,77.4074,76.8611,76.385,75.9693,75.6681,75.4362,75.2558,75.0811,74.8482,74.5031,74.026,73.5894,73.2878,73.7617,74.2634,74.7042,
J-110,90.4986,90.7459,90.688,90.678,90.6711,90.6304,90.5138,90.1687,89.5653,88.9758,88.4327,87.9526,87.5293,87.2155,86.9791,86.7974,86.626,86.4077,86.0884,85.6448,85.2142,84.8902,85.215,85.6509,86.0694,
J-111,98.6285,98.8849,98.8254,98.8138,98.806,98.7652,98.6508,98.3202,97.7294,97.1443,96.6031,96.1231,95.6986,95.3824,95.1467,94.966,94.7953,94.5789,94.2629,93.8225,93.3919,93.063,93.368,93.7912,94.2003,
J-112,92.0318,91.9836,91.9027,91.8805,91.8754,91.8515,91.7651,91.486,90.9489,90.3755,89.8299,89.3338,88.895,88.5524,88.2905,88.0908,87.9199,87.7236,87.4481,87.0604,86.6401,86.2808,86.3272,86.6547,87.0466,
J-113,90.0692,90.026,89.9551,89.9353,89.9297,89.9015,89.7998,89.4839,88.9022,88.3163,87.7708,87.2841,86.8556,86.5326,86.2853,86.0942,85.9218,85.7123,85.407,84.9787,84.5511,84.2157,84.3759,84.7432,85.1456,
