 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1,56.4949,54.6848,55.6699,57.4792,58.0207,58.4845,58.59,58.5577,58.0244,57.4207,57.3622,57.0077,57.0097,56.4626,57.0093,56.1765,56.7736,55.7484,56.0475,54.7211,54.8445,53.7485,55.0906,55.7809,57.2518,
J-10,66.3115,65.3068,65.1957,66.374,66.9647,67.521,67.9235,68.1622,67.7281,67.1986,66.9269,66.7913,66.5633,66.5058,66.1235,66.3554,65.7642,65.9756,65.1708,65.0349,64.1049,64.1089,64.0478,65.2311,65.6525,
J-100,75.9792,75.2534,75.2542,76.4495,77.0448,77.5763,77.9728,78.1749,77.7168,77.1762,76.9005,76.7604,76.5276,76.4626,76.1083,76.2797,75.7612,75.8812,75.114,74.8965,73.991,73.9845,74.1031,75.196,75.7443,
J-1000,59.6939,60.7126,62.1385,70.2693,70.8023,71.1782,71.2159,71.0783,70.4671,69.8431,69.6848,69.3842,69.3664,68.8894,69.3283,68.6363,69.0592,68.1212,68.1293,66.7585,66.6791,65.8182,67.5184,68.4238,69.9066,
J-1001,66.6317,65.7621,66.0341,67.9897,68.4925,68.9018,69,68.9619,68.3956,67.8425,67.6882,67.4262,67.4065,66.959,67.3693,66.7251,67.1293,66.2627,66.2971,65.066,65.0123,64.2047,65.7356,66.439,67.7161,
J-1002,82.622,82.854,83.4274,83.8963,84.3689,84.8884,85.4054,85.9052,86.3288,86.5929,86.6219,86.3748,86.2821,85.9855,85.9811,85.6179,85.7124,85.3218,85.391,84.9336,84.8758,84.343,84.1893,83.8046,84.0718,
J-1003,70.0993,65.1196,63.0865,64.0585,64.6697,65.3651,65.7074,66.1152,65.8315,65.2433,65.409,64.8546,64.9919,64.0836,65.0336,63.7421,64.8322,63.4535,64.357,62.7353,63.2942,61.6977,62.5966,62.2499,64.1044,
J-1004,74.3672,72.753,73.9349,75.9098,76.434,76.8589,76.9137,76.7708,76.1607,75.538,75.4669,75.0901,75.1325,74.5584,75.1114,74.306,74.852,73.8307,74.0228,72.6685,72.7215,71.704,73.274,74.0848,75.5831,
J-1005,65.8798,65.2273,66.2713,69.9077,70.4238,70.8064,70.8242,70.6647,70.0461,69.4208,69.2709,68.9628,68.9513,68.4655,68.9175,68.2129,68.6494,67.7008,67.7251,66.3517,66.2837,65.4104,67.117,68.0391,69.535,
J-1006,60.5933,59.0042,59.0216,60.6767,61.2565,61.7752,61.9667,62.1067,61.6601,61.0898,60.9903,60.6716,60.6463,60.117,60.5944,59.8351,60.3525,59.4206,59.6205,58.3875,58.3936,57.4088,58.5643,59.1275,60.4808,
J-1007,56.6024,54.8887,56.2771,58.1849,58.7168,59.1607,59.24,59.1641,58.6052,57.9946,57.9256,57.5768,57.5771,57.0412,57.578,56.7586,57.3383,56.3182,56.5839,55.2521,55.3533,54.2839,55.6961,56.4475,57.9309,
J-1008,69.3188,66.2409,65.0932,66.1858,66.7999,67.4342,67.7431,68.0732,67.7561,67.1868,67.2424,66.7897,66.8613,66.1231,66.828,65.8203,66.6072,65.4903,66.0506,64.6907,64.9649,63.6757,64.5471,64.6241,66.1398,
J-1009,74.2451,74.8657,76.3439,83.5421,84.024,84.387,84.4887,84.3552,83.6956,83.0235,82.7745,82.5803,82.3406,82.4556,81.962,82.3418,81.5819,81.8255,80.6553,80.412,79.219,79.5121,80.2083,81.9358,82.5005,
J-101,67.1216,66.3348,66.3523,67.6058,68.1963,68.7273,69.1189,69.312,68.8478,68.2982,68.0191,67.8815,67.6583,67.5969,67.2465,67.4267,66.8869,67.0275,66.2327,66.0292,65.1036,65.1189,65.2484,66.3839,66.9047,
J-1010,75.428,75.287,75.1051,74.9262,74.7599,74.6042,74.4545,74.2911,74.1119,73.9144,73.7062,73.4978,73.2933,73.0968,72.903,72.7113,72.5248,72.3249,72.1159,71.8749,71.628,71.3823,71.2167,71.0789,71,
J-1011,57.5767,55.41,55.474,56.9645,57.5436,58.0813,58.2822,58.4185,57.9857,57.4026,57.3826,57.0016,57.0127,56.4183,57.0025,56.1203,56.7766,55.7344,56.1306,54.8113,54.9851,53.8194,54.918,55.3846,56.8209,
J-1012,88.404,87.9019,88.8678,92.744,93.2701,93.6594,93.7048,93.5891,92.9957,92.3868,92.2546,91.9046,91.9273,91.3945,91.8611,91.1609,91.5842,90.6477,90.6642,89.3038,89.2253,88.3539,89.9931,90.8497,92.3163,
J-1013,89.8149,89.3146,90.2803,94.1517,94.6767,95.0642,95.1078,94.9868,94.3898,93.7808,93.6495,93.297,93.3222,92.7879,93.2559,92.5555,92.9785,92.0409,92.0558,90.6937,90.6149,89.7448,91.3928,92.252,93.719,
J-1014,77.0719,77.1589,76.4815,77.0631,77.7995,78.3588,78.854,79.2318,78.978,78.6301,78.3295,78.2426,77.9984,77.8761,77.6571,77.6424,77.4153,77.3429,76.9647,76.6918,76.0924,75.7911,75.5381,76.108,76.4478,
J-1015,74.5247,74.61,73.9323,74.5152,75.2516,75.8111,76.3061,76.6866,76.4326,76.0826,75.783,75.6966,75.4551,75.3316,75.113,75.0988,74.872,74.8002,74.422,74.15,73.5506,73.2508,72.9982,73.5687,73.9085,
J-1016,61.0171,60.8817,60.7058,60.5333,60.3736,60.2244,60.0813,59.9251,59.7517,59.5592,59.3559,59.152,58.9517,58.7591,58.5693,58.3817,58.1984,58.0024,57.7967,57.5604,57.3173,57.0755,56.9105,56.7743,56.695,
J-1017,34.7015,35.5888,36.5127,37.977,37.513,36.4316,34.5548,30.354,27.1746,26.0006,25.51,25.4343,25.6995,26.0342,26.4078,26.0924,26.0926,24.7226,23.5038,21.2217,20.9473,21.2677,29.5567,34.1772,36.4911,
J-1018,57.117,55.4205,56.5465,58.4913,59.0235,59.4644,59.5377,59.4482,58.8718,58.256,58.178,57.8336,57.8325,57.3026,57.8327,57.0223,57.5895,56.5726,56.8172,55.4898,55.5757,54.5198,55.9704,56.7423,58.2303,
J-1019,64.6731,62.968,64.1172,66.03,66.5628,67.0063,67.0858,67.0016,66.436,65.8256,65.763,65.3972,65.4189,64.8532,65.4043,64.584,65.1572,64.1378,64.3928,63.0664,63.1576,62.0929,63.5139,64.2671,65.7513,
J-102,60.3843,59.5907,59.302,60.585,61.2166,61.7735,62.0694,62.2976,61.878,61.3854,61.1628,60.97,60.8453,60.4364,60.6687,60.1635,60.423,59.7731,59.757,58.8182,58.6292,57.8353,58.6845,59.3115,60.3436,
J-1020,67.0611,66.3497,67.0404,70.2119,70.7524,71.1797,71.2682,71.2515,70.6886,70.0807,69.926,69.6263,69.605,69.1204,69.5531,68.8666,69.2876,68.3699,68.3956,67.068,66.9897,66.1201,67.6777,68.4632,69.8795,
J-1021,65.3847,63.6809,64.8109,66.7315,67.2638,67.7064,67.7841,67.6953,67.1258,66.5147,66.4511,66.085,66.1077,65.5416,66.0922,65.2736,65.844,64.8254,65.0761,63.7503,63.8387,62.7767,64.206,64.9645,66.4494,
J-1022,57.3697,56.3742,56.6734,58.8745,59.4413,59.9216,60.0783,60.1651,59.6461,59.0627,58.8946,58.6287,58.571,58.117,58.5059,57.8441,58.2519,57.3813,57.4269,56.1831,56.0984,55.2253,56.5955,57.2849,58.6245,
J-1023,58.6392,57.6424,57.9432,60.1461,60.7126,61.1928,61.3489,61.4337,60.9151,60.3322,60.1657,59.897,59.842,59.3835,59.7755,59.1124,59.5208,58.6493,58.6957,57.4508,57.3666,56.4926,57.8627,58.5516,59.8924,
J-1024,77.1342,76.5985,77.4727,81.1985,81.7285,82.1308,82.1912,82.1144,81.5266,80.915,80.7697,80.4461,80.4478,79.9402,80.3906,79.6983,80.1184,79.1883,79.2026,77.8476,77.7677,76.9017,78.5337,79.3661,80.8132,
J-1025,71.6777,71.1391,72.0125,75.7415,76.2716,76.6751,76.7346,76.6615,76.0758,75.4624,75.3118,74.9993,74.9911,74.4955,74.9389,74.2485,74.6691,73.7403,73.7558,72.4017,72.3225,71.4566,73.0862,73.9227,75.3716,
J-1026,76.5791,75.8476,76.4701,79.478,80.0274,80.4708,80.5818,80.5818,80.0016,79.3964,79.2468,78.9305,78.9251,78.4227,78.8636,78.1792,78.593,77.6757,77.6898,76.3547,76.2705,75.4074,76.9992,77.7507,79.1358,
J-1027,77.5811,74.5669,73.2286,74.1474,74.7599,75.414,75.7315,76.0218,75.6557,75.1019,75.1214,74.6891,74.7543,74.0381,74.692,73.7517,74.4596,73.4014,73.8611,72.5378,72.7433,71.5397,72.4762,72.5851,74.0253,
J-1028,68.4276,65.4135,64.0738,64.9963,65.6109,66.268,66.5894,66.8952,66.5321,65.977,65.9828,65.5756,65.6123,64.9305,65.5674,64.6312,65.3407,64.2844,64.7476,63.427,63.6348,62.4314,63.3626,63.468,64.9052,
J-1029,92.4925,91.1644,92.9368,95.1399,95.5854,95.9234,95.936,95.513,94.6012,93.8387,93.6081,93.3756,93.1804,93.3279,92.7715,93.2772,92.3992,92.6606,91.2953,90.9918,89.6929,90.1071,91.3515,93.4265,94.0046,
J-103,50.6631,49.6534,49.9888,52.2386,52.8025,53.2795,53.4285,53.509,52.9907,52.4036,52.2303,51.9759,51.9059,51.4749,51.8497,51.189,51.6007,50.7273,50.7776,49.5278,49.4486,48.5721,49.9516,50.6511,52.0053,
J-1030,93.7834,92.4566,94.2287,96.4312,96.8766,97.2147,97.2255,96.8019,95.8895,95.1272,94.8987,94.6643,94.4777,94.6113,94.0549,94.5666,93.6871,93.9481,92.5825,92.2784,90.9794,91.3936,92.6391,94.7145,95.2926,
J-1031,62.4447,62.0972,62.643,64.8519,65.1525,65.302,65.1267,64.5691,63.7502,63.1993,63.0485,62.8279,62.8771,62.5313,62.9743,62.3683,62.7677,61.8484,61.8073,60.4793,60.5083,59.8769,62.2082,63.2077,64.4938,
J-1032,86.2553,85.757,86.718,90.5728,91.0945,91.4799,91.5211,91.3997,90.8045,90.1968,90.0631,89.7191,89.7395,89.2126,89.6774,88.9788,89.4027,88.4669,88.4842,87.1253,87.05,86.1821,87.8294,88.6879,90.1517,
J-1033,61.8916,60.6082,61.0772,63.0298,63.5878,64.0622,64.2022,64.2696,63.7465,63.1526,63.0137,62.7155,62.6851,62.1947,62.6372,61.9263,62.3822,61.4619,61.5475,60.2512,60.1985,59.2952,60.7163,61.3892,62.7702,
J-1034,48.8856,45.8666,44.924,45.7423,46.3206,46.96,47.395,47.7036,47.309,46.7089,46.4685,46.1739,46.3413,45.8152,46.1632,45.4279,46.0048,44.9702,45.4368,44.1219,44.333,43.1279,44.0388,44.133,45.5641,
J-1035,73.5493,72.7144,73.2494,76.0064,76.5566,77.0033,77.1192,77.1391,76.5865,75.9908,75.8406,75.5333,75.5168,75.0175,75.4498,74.768,75.183,74.2804,74.3111,73.0127,72.9299,72.0581,73.5509,74.2895,75.6757,
J-1036,67.1272,65.5238,66.7211,68.7051,69.2243,69.6412,69.6829,69.5182,68.8894,68.259,68.1756,67.8172,67.8437,67.2974,67.8397,67.039,67.583,66.5576,66.7393,65.3735,65.4252,64.4177,66.0454,66.8858,68.3917,
