 ,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
J-1,51.682,49.6377,44.9384,40.2745,35.6204,24.1328,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,
J-2,54.7127,52.6606,47.9562,43.2868,38.6275,25.4762,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,-172.193,
J-3,50.8093,48.7653,44.0689,39.4077,34.7562,21.6715,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,-176.092,
J-4,51.2422,49.197,44.4999,39.838,35.1857,22.0938,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,-175.659,
J-5,44.8843,42.7314,38.0469,33.3947,28.7527,15.8875,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,-181.869,
J-6,47.4816,45.3227,40.6336,35.9768,31.3303,20.0011,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,-179.269,
J-7,47.3466,45.3114,40.621,35.9659,31.3203,18.2906,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,
J-8,51.682,49.6377,44.9384,40.2745,35.6204,24.1328,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,-175.226,
J-9,47.3466,45.3114,40.621,35.9659,31.3203,18.2906,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,-179.559,
J-10,55.1421,53.0985,48.392,43.7217,39.0612,25.8917,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,-171.785,
