 ,0,3600,5501,7200,10800,14400,16813,18000,18555,21600,23498,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,57698,61200,64800,68400,72000,75600,79200,82800,83882,86400
J-1,73.5791,73.8048,74.4446,75.0788,76.2958,77.3095,80.3806,80.892,88.1741,89.7681,89.6284,88.51,86.8749,85.8276,84.992,84.3362,83.8167,83.4529,83.0934,82.6804,82.1582,83.1307,84.4586,84.8205,84.5768,84.6047,85.1833,87.9278,90.2112,89.7125,89.2014,
J-10,80.0125,81.9151,82.9064,83.794,85.6551,87.4693,105.415,106.031,116.184,117.561,117.533,115.612,113.13,111.748,110.768,110.112,109.664,109.478,109.183,108.77,108.148,109.03,110.046,109.842,108.842,108.648,109.583,114.969,118.078,117.695,117.377,
J-100,49.401,48.5845,48.4058,48.237,47.9353,47.7971,47.7941,47.8208,48.0011,48.7796,49.015,49.0264,49.0578,48.7252,48.2883,47.8015,47.2955,46.7918,46.3033,45.8309,45.3651,45.5057,45.7393,46.2864,46.7712,47.171,47.5287,48.0552,49.028,49.0215,49.1797,
J-101,43.7836,45.5626,46.4738,47.3144,49.0383,50.6836,64.6561,65.3043,75.4574,76.9085,76.8801,75.2089,72.9909,71.7137,70.7783,70.1226,69.6521,69.4106,69.0956,68.6826,68.0922,68.9739,70.0901,70.0633,69.2999,69.1754,69.999,74.5573,77.4008,77.0179,76.64,
J-102,49.2863,47.9686,48.539,48.5664,48.5738,48.5823,48.6498,48.7152,49.0917,50.0759,50.1654,49.9549,49.6074,49.1018,48.5579,48.0109,47.4829,46.9867,46.528,46.076,45.6129,46.4119,46.8521,47.4273,47.886,48.2494,48.603,49.1893,50.3871,50.1808,50.0436,
J-103,48.3048,46.9871,47.5575,47.5849,47.5923,47.6008,47.6683,47.7337,48.1102,49.0944,49.1839,48.9734,48.6259,48.1203,47.5764,47.0294,46.5014,46.0052,45.5465,45.0945,44.6314,45.4304,45.8706,46.4458,46.9045,47.2678,47.6215,48.2078,49.4056,49.1993,49.0621,
J-104,71.4349,69.0905,70.7054,71.1151,71.8368,72.2668,72.675,72.8843,74.4027,76.0507,74.7731,74.2225,73.1717,72.3547,71.6195,70.965,70.3973,69.9115,69.5073,69.0941,68.6397,70.8068,72.1683,72.8591,73.1065,73.2905,73.6401,74.6996,76.4479,74.8045,74.1776,
J-105,62.4329,60.5651,61.1736,61.4809,61.9731,62.2479,62.4643,62.609,63.5348,64.8715,64.9212,64.4734,63.6382,62.919,62.2456,61.6277,61.0757,60.5926,60.1716,59.7448,59.284,60.2942,61.261,61.9166,62.2524,62.5171,62.8726,63.7242,65.2422,64.9465,64.5182,
J-106,49.4882,47.618,48.2754,48.5658,49.0334,49.296,49.4926,49.6383,50.4866,51.7933,51.8385,51.4251,50.6385,49.939,49.2762,48.6623,48.11,47.6221,47.1976,46.7694,46.3107,47.3544,48.2619,48.9133,49.2764,49.5599,49.9105,50.6884,52.1612,51.8628,51.4496,
J-107,72.3577,70.6828,71.348,71.5613,71.8775,72.0491,72.2105,72.3146,73.0308,74.2037,74.2882,73.9187,73.1797,72.5082,71.8656,71.2667,70.7231,70.2411,69.8115,69.3777,68.9136,69.913,70.746,71.367,71.739,72.0368,72.3936,73.1805,74.5485,74.3083,73.9923,
J-108,53.3896,51.7011,52.3708,52.589,52.9143,53.0911,53.2545,53.3608,54.0843,55.2658,55.3471,54.9749,54.2316,53.5579,52.9138,52.3138,51.7695,51.2873,50.858,50.4246,49.9609,50.9646,51.8027,52.4249,52.7964,53.0936,53.4503,54.2369,55.6123,55.3676,55.0451,
J-109,51.4132,50.6479,50.3817,50.1862,49.8495,49.7029,49.6983,49.7253,49.8576,50.5222,50.8352,50.9452,51.0122,50.7026,50.2792,49.7988,49.2936,48.7861,48.2918,47.8154,47.3488,47.4276,47.6143,48.1461,48.6619,49.0811,49.4386,49.9003,50.7419,50.8338,51.0884,
J-11,51.4749,53.0549,53.8501,54.6715,56.1929,57.5246,66.1648,66.7458,76.67,78.1181,78.0806,76.4039,74.1801,72.9007,71.9643,71.3085,70.8385,70.5982,70.2836,69.8706,69.2796,70.1681,71.2813,71.2503,70.4816,70.3555,71.1817,75.7593,78.6113,78.2188,77.8422,
J-110,61.005,58.6584,60.2765,60.6858,61.4067,61.8364,62.2429,62.4522,63.9664,65.6146,64.3336,63.7844,62.7349,61.9184,61.1835,60.529,59.9612,59.4752,59.0708,58.6576,58.2033,60.3746,61.7359,62.4273,62.6759,62.8603,63.2094,64.265,66.0116,64.3649,63.7377,
J-111,103.89,102.022,102.631,102.938,103.43,103.705,103.921,104.066,104.992,106.329,106.378,105.931,105.095,104.376,103.703,103.085,102.533,102.05,101.629,101.202,100.741,101.751,102.718,103.374,103.71,103.974,104.33,105.181,106.699,106.404,105.975,
J-112,53.453,51.583,52.2369,52.5285,52.9979,53.2613,53.4593,53.6049,54.4587,55.7676,55.8131,55.3971,54.6068,53.9059,53.2423,52.6281,52.0759,51.5883,51.1641,50.736,50.2771,51.3184,52.2302,52.8818,53.2428,53.525,53.876,54.6594,56.1357,55.8374,55.4232,
J-113,48.789,47.3284,48.1202,48.2037,48.3009,48.3531,48.4421,48.5187,48.9402,49.9726,50.0239,49.7624,49.3035,48.7493,48.1756,47.6118,47.0777,46.5834,46.1333,45.6872,45.2253,46.2187,46.7021,47.2854,47.7357,48.0952,48.4482,49.0457,50.2998,50.0413,49.8324,
J-114,100.553,98.8781,99.5433,99.7566,100.073,100.244,100.406,100.51,101.226,102.399,102.483,102.114,101.375,100.703,100.061,99.462,98.9183,98.4364,98.0068,97.5729,97.1088,98.1083,98.9413,99.5623,99.9343,100.232,100.589,101.376,102.744,102.504,102.188,
J-115,84.0824,83.2513,83.1173,82.9655,82.6832,82.5472,82.5449,82.5653,82.768,83.5872,83.7825,83.7225,83.7189,83.3713,82.9281,82.4416,81.9399,81.4449,80.964,80.4971,80.0334,80.2042,80.4544,80.9968,81.4522,81.8364,82.1962,82.7957,83.8509,83.7958,83.914,
J-116,65.0185,62.6741,64.289,64.6987,65.4204,65.8504,66.2586,66.4679,67.9864,69.6344,68.3568,67.8063,66.7555,65.9385,65.2034,64.5489,63.9812,63.4954,63.0912,62.678,62.2235,64.3907,65.7522,66.4431,66.6906,66.8746,67.2242,68.2834,70.0315,68.3882,67.7612,
J-117,70.7112,69.0591,69.7166,69.9211,70.2215,70.3843,70.5422,70.643,71.3457,72.5052,72.5942,72.2293,71.5016,70.8355,70.1964,69.5998,69.0572,68.5756,68.145,67.7103,67.2458,68.2361,69.0554,69.6758,70.0481,70.3465,70.7036,71.4898,72.8472,72.6137,72.3083,
J-118,82.1049,80.4528,81.1103,81.3148,81.6152,81.778,81.9359,82.0368,82.7394,83.899,83.9879,83.623,82.8953,82.2292,81.5901,80.9935,80.4509,79.9693,79.5387,79.1041,78.6395,79.6298,80.4491,81.0695,81.4418,81.7402,82.0973,82.8835,84.2409,84.0075,83.702,
J-119,90.5381,89.707,89.5731,89.4212,89.139,89.0029,89.0007,89.021,89.2238,90.0429,90.2383,90.1782,90.1747,89.827,89.3838,88.8973,88.3956,87.9006,87.4197,86.9528,86.4891,86.6599,86.9101,87.4525,87.9079,88.2921,88.6519,89.2514,90.3066,90.2515,90.3697,
J-12,68.1185,69.7734,70.6098,71.4074,73.0025,74.4872,84.752,85.4027,95.5289,96.9939,96.9632,95.3409,93.1746,91.9178,90.9912,90.3354,89.8606,89.6083,89.2893,88.8763,88.292,89.1754,90.3111,90.3189,89.6016,89.4906,90.2925,94.6893,97.4815,97.0962,96.7066,
