 ,0,3600,5501,7200,10800,14400,16813,18000,18555,21600,23498,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,57698,61200,64800,68400,72000,75600,79200,82800,83882,86400
J-1,73.2518,73.4903,74.0968,74.7416,75.9343,76.9314,79.968,80.4403,87.9614,89.3579,89.4868,88.4223,86.5581,85.464,84.5887,83.9013,83.3546,82.9702,82.587,82.1497,82.9964,84.0865,84.9691,85.0252,84.7266,84.7174,85.2695,88.071,90.3725,89.6547,88.9681,
J-10,79.3373,81.1975,82.1491,83.0207,84.8091,86.5291,104.222,104.392,114.618,115.491,115.785,113.676,110.734,109.258,108.222,107.542,107.084,106.911,106.606,106.171,107.045,108.322,108.632,107.976,106.811,106.543,107.474,113.365,116.787,116.089,115.696,
J-100,49.3639,48.5374,48.3437,48.1654,47.8505,47.6983,47.6851,47.7069,47.8795,48.6358,48.9233,48.9136,48.9607,48.6084,48.1556,47.6537,47.1328,46.6144,46.1113,45.6247,45.4621,45.5156,45.892,46.4454,46.9162,47.3007,47.6405,48.1424,49.0873,49.0059,49.209,
J-101,43.5745,45.3302,46.2272,47.059,48.7601,50.3839,64.495,64.9696,75.2511,76.4761,76.6368,74.9567,72.5102,71.1831,70.2123,69.533,69.0447,68.7943,68.4636,68.0319,68.7549,69.5529,70.3116,69.9925,69.1626,69.002,69.8108,74.5201,77.4492,76.8465,76.3466,
J-102,49.2333,47.8965,48.484,48.5084,48.5097,48.5091,48.5684,48.6295,49.0054,49.9657,50.114,49.8982,49.5174,48.9924,48.431,47.868,47.3247,46.8142,46.3418,45.876,46.4146,46.5705,47.1017,47.6554,48.0981,48.4436,48.7793,49.3447,50.5171,50.1998,50.0586,
J-103,48.256,46.9195,47.5067,47.5311,47.5325,47.5321,47.5916,47.6528,48.0287,48.9899,49.1369,48.9212,48.5411,48.0164,47.4553,46.8926,46.3496,45.8393,45.3671,44.9016,45.4361,45.5886,46.1183,46.6726,47.1157,47.4616,47.7977,48.3634,49.5365,49.2215,49.0803,
J-104,71.2745,68.9193,70.5219,70.9474,71.6286,72.0327,72.4308,72.6336,74.1592,75.7577,74.7,74.2038,73.0105,72.1566,71.3891,70.7068,70.1148,69.6075,69.1816,68.7475,70.7168,71.614,72.6964,73.1447,73.3639,73.5213,73.8423,74.8734,76.5893,74.8091,74.0011,
J-105,62.2212,60.3259,60.9471,61.2667,61.7491,62.013,62.2274,62.366,63.3366,64.6639,64.8111,64.3904,63.4113,62.6587,61.9579,61.3178,60.7459,60.2465,59.8095,59.3664,60.1765,60.7245,61.6706,62.1691,62.4648,62.6838,63.0147,63.8755,65.3919,64.9217,64.3715,
J-106,49.4255,47.5278,48.2078,48.5045,48.9615,49.2139,49.4032,49.5444,50.3972,51.6702,51.7902,51.4013,50.5391,49.8196,49.138,48.5074,47.939,47.4367,46.9981,46.5559,47.3578,47.7505,48.6263,49.1652,49.5071,49.7719,50.1048,50.8723,52.3196,51.8804,51.3928,
J-107,72.1244,70.3995,71.081,71.309,71.6349,71.8094,71.9684,72.0755,72.8479,74.0007,74.1847,73.8286,72.9792,72.262,71.5832,70.9545,70.3848,69.8802,69.4321,68.9798,69.8487,70.3946,71.1674,71.6633,72.0027,72.2762,72.6107,73.3966,74.7227,74.3168,73.8742,
J-108,53.2272,51.5062,52.1845,52.413,52.7438,52.9226,53.0837,53.1921,53.9541,55.116,55.2805,54.9214,54.0882,53.3825,52.7126,52.0913,51.5283,51.0299,50.5872,50.1405,50.9289,51.3303,52.1377,52.6585,53.0062,53.2858,53.6258,54.411,55.7453,55.3841,54.9648,
J-109,51.4003,50.6111,50.3445,50.1413,49.7926,49.6314,49.6166,49.6385,49.7651,50.4122,50.7707,50.8544,50.9392,50.6059,50.1639,49.6666,49.1454,48.6225,48.1134,47.6223,47.4075,47.455,47.782,48.3425,48.8423,49.2446,49.5837,50.0243,50.8437,50.8563,51.1485,
J-11,50.0481,51.6079,52.3841,53.1824,54.6788,56.0161,65.5764,66.0409,75.8508,76.9689,77.131,75.3108,72.7783,71.4355,70.4654,69.7973,69.3244,69.0969,68.7783,68.3533,69.0862,69.8721,70.5737,70.2003,69.3178,69.1412,69.9644,74.8941,77.9713,77.3636,76.9388,
J-110,60.882,58.5251,60.1336,60.5562,61.2423,61.6495,62.0465,62.2503,63.7678,65.3736,64.2806,63.7792,62.6079,61.76,60.9974,60.3192,59.7307,59.2263,58.8035,58.3726,60.314,61.0741,62.2158,62.6858,62.9103,63.0721,63.3963,64.4256,66.1432,64.3777,63.5938,
J-111,103.543,101.63,102.262,102.588,103.059,103.314,103.528,103.663,104.668,105.989,106.199,105.793,104.737,103.957,103.235,102.577,101.991,101.478,101.029,100.574,101.541,102.522,103.336,103.772,104.059,104.271,104.584,105.446,106.936,106.368,105.747,
J-112,53.3773,51.478,52.1553,52.4541,52.9121,53.1642,53.3549,53.4954,54.3568,55.6312,55.7585,55.3677,54.4927,53.7697,53.0855,52.4532,51.8836,51.3806,50.9411,50.4979,51.3128,51.7425,52.6174,53.1478,53.4848,53.7461,54.078,54.8522,56.3038,55.8541,55.3571,
J-113,48.7338,47.2536,48.0668,48.1489,48.2399,48.2839,48.3655,48.4384,48.8628,49.868,49.9808,49.721,49.2162,48.6425,48.051,47.471,46.9214,46.4128,45.949,45.4893,46.2319,46.4173,46.976,47.5295,47.9657,48.307,48.6419,49.2168,50.4442,50.0667,49.8336,
J-114,100.208,98.4583,99.1513,99.3857,99.7149,99.8893,100.048,100.156,100.953,102.089,102.302,101.95,101.077,100.347,99.6525,99.0107,98.43,97.9156,97.4598,97.0001,97.9945,98.7424,99.4648,99.9261,100.253,100.516,100.842,101.628,102.963,102.474,101.998,
J-115,83.9161,83.0658,82.9167,82.7527,82.4545,82.2978,82.2784,82.2901,82.4823,83.272,83.5549,83.4537,83.4687,83.0847,82.613,82.1002,81.5733,81.0537,80.5488,80.0581,80.0531,80.1536,80.6471,81.175,81.6049,81.9621,82.2915,82.8514,83.8669,83.6861,83.8727,
J-116,64.8795,62.525,64.1284,64.5524,65.2373,65.6438,66.0428,66.2462,67.7713,69.3739,68.298,67.7981,66.6171,65.7665,65.0019,64.3221,63.7323,63.2269,62.8029,62.3708,64.3191,65.1325,66.2524,66.7128,66.9345,67.0944,67.4177,68.4501,70.1681,68.3996,67.6064,
J-117,70.4697,68.7678,69.4432,69.6624,69.9738,70.1406,70.2967,70.4007,71.1609,72.3085,72.4912,72.1375,71.2947,70.5831,69.9082,69.2821,68.7142,68.2107,67.7624,67.31,68.1643,68.6925,69.4632,69.9611,70.3023,70.5775,70.9127,71.6975,73.0178,72.621,72.1893,
J-118,81.8359,80.123,80.8032,81.0251,81.3388,81.5059,81.6619,81.7666,82.5376,83.6808,83.8745,83.5223,82.6703,81.95,81.2685,80.6371,80.0646,79.557,79.1054,78.6498,79.5549,80.1646,80.9184,81.4033,81.7396,82.011,82.3428,83.1274,84.4507,84.0207,83.5738,
J-119,90.3366,89.4862,89.3348,89.1699,88.8705,88.7122,88.6916,88.7025,88.8939,89.6808,89.9706,89.8661,89.8826,89.4956,89.0219,88.5072,87.9785,87.4571,86.9504,86.458,86.4751,86.5856,87.0936,87.6194,88.047,88.402,88.7289,89.2862,90.2986,90.1101,90.3007,
J-12,67.5919,69.2183,70.0336,70.8217,72.3884,73.8501,84.2712,84.7156,94.9004,96.0268,96.2583,94.589,92.107,90.787,89.8175,89.1355,88.6425,88.3847,88.049,87.6143,88.4175,89.4914,90.1098,89.7616,88.9474,88.7861,89.5716,94.2088,97.1503,96.4915,95.9728,
J-120,68.0694,65.7148,67.3179,67.7427,68.4256,68.8307,69.2293,69.4323,70.9574,72.558,71.4911,70.9926,69.8054,68.9532,68.1871,67.5062,66.9153,66.4091,65.9842,65.5512,67.5097,68.3639,69.4651,69.9199,70.1401,70.2987,70.6209,71.6532,73.3704,71.5965,70.7963,
J-121,71.1336,69.2339,69.8575,70.1791,70.6592,70.9211,71.1353,71.273,72.2506,73.5769,73.7374,73.3199,72.3228,71.5648,70.8596,70.216,69.6409,69.1387,68.6992,68.2535,69.0979,69.728,70.6601,71.1444,71.4399,71.6515,71.9782,72.8401,74.3538,73.8606,73.2939,
J-122,71.1662,69.2664,69.89,70.2116,70.6917,70.9536,71.1678,71.3056,72.2832,73.6096,73.7701,73.3526,72.3554,71.5973,70.8921,70.2484,69.6733,69.1711,68.7315,68.2857,69.1303,69.7608,70.6929,71.1772,71.4726,71.6842,72.011,72.8729,74.3867,73.8935,73.3268,
J-123,64.3453,61.9911,63.5945,64.0184,64.7035,65.1101,65.5092,65.7125,67.2373,68.8405,67.7627,67.2621,66.082,65.2317,64.4673,63.7878,63.1982,62.6931,62.2694,61.8374,63.784,64.5905,65.7131,66.1743,66.396,66.556,66.8796,67.9128,69.6312,67.8636,67.0717,
J-124,52.7932,52.868,53.3193,53.9586,55.1392,56.1031,58.6022,59.0843,66.2401,67.719,67.8716,66.8291,65.0637,63.997,63.1391,62.4605,61.918,61.5314,61.1519,60.7214,61.396,62.1925,63.2453,63.3791,63.1314,63.1422,63.6829,66.337,68.5803,68.0139,67.3583,
J-125,54.1587,52.4702,53.1395,53.3554,53.6643,53.8307,53.987,54.0903,54.836,55.9872,56.1546,55.7987,54.9731,54.2729,53.6069,52.9882,52.4265,51.9286,51.4847,51.0368,51.8181,52.2187,53.0176,53.5365,53.8849,54.1657,54.5061,55.2912,56.6124,56.2602,55.8524,
